78	94003
78	143954
78	191869
63739	56557
63739	94003
63739	127703
63739	191869
63740	45341
63740	94003
63740	122179
63740	191869
79	47938
79	94003
79	104267
79	167677
79	191869
63741	49898
63741	94003
63741	97138
63741	181549
63741	191869
63742	51935
63742	94003
63742	99482
63742	113440
63742	191869
63743	28102
63743	74665
63743	94003
63743	130680
63743	191869
63744	26943
63744	94003
63744	94214
63744	181377
63744	191869
63745	24706
63745	92723
63745	94003
63745	154801
63745	191869
63746	66383
63746	94003
63746	96610
63746	119855
63746	191869
63747	63509
63747	94003
63747	151737
63747	191869
63748	43244
63748	94003
63748	99845
63748	183062
63748	191869
63749	23999
63749	94003
63749	96475
63749	120438
63749	191869
63750	38416
63750	90930
63750	94003
63750	122746
63750	191869
80	72374
80	74215
80	94003
80	157563
80	191869
81	45634
81	94003
81	109867
81	166843
81	191869
82	65942
82	76905
82	94003
82	149368
82	191869
63751	24733
63751	94003
63751	157131
63751	191869
83	21780
83	94003
83	146697
83	191869
84	59463
84	94003
84	114560
84	191869
63752	3732
63752	94003
63752	107166
63752	162831
63752	191869
63753	33607
63753	94003
63753	139553
63753	191869
63754	61547
63754	91615
63754	94003
63754	112014
63754	191869
85	56557
85	94003
85	117375
85	191869
86	45341
86	94003
86	167651
86	191869
87	49898
63755	59337
63755	94003
63755	160396
63755	191869
63756	55460
63756	94003
63756	107772
63756	186410
63756	191869
63757	24669
63757	73354
63757	94003
63757	154081
63757	191869
87	94003
87	97138
87	181549
87	191869
88	51935
88	94003
88	99482
88	113440
88	191869
89	28102
89	74665
89	94003
89	130680
89	191869
90	26943
90	94003
90	94214
90	181377
90	191869
91	24706
91	92723
91	94003
91	154801
91	191869
63758	28366
63758	85381
63758	94003
63758	135171
63758	191869
63759	62405
63759	89524
63759	94003
63759	162884
63759	191869
63760	21860
63760	94003
63760	151211
63760	191869
92	66383
92	94003
92	96610
92	119855
92	191869
93	63509
93	94003
93	131546
93	191869
94	43244
94	94003
94	99845
94	183062
94	191869
95	23999
95	94003
95	96475
95	120438
95	191869
96	38416
96	90930
96	94003
96	122746
96	191869
63761	26963
63761	83431
63761	94003
63761	154983
63761	191869
97	24733
97	94003
97	162983
97	191869
98	69260
98	85700
98	94003
98	154390
98	191869
99	3732
99	94003
99	107166
99	162831
99	191869
100	19544
100	94003
100	168549
100	191869
63762	21827
63762	91926
63762	94003
63762	145658
63762	191869
63763	35867
63763	94003
63763	125096
63763	191869
63764	19608
63764	94003
63764	105893
63764	184343
63764	191869
63765	31430
63765	75919
63765	94003
63765	120035
63765	191869
63766	6430
63766	94003
63766	123461
63766	191869
63767	17071
63767	94003
63767	139195
63767	191869
63768	31079
63768	94003
63768	100177
63768	183951
63768	191869
63769	13242
63769	94003
63769	147666
63769	191869
63770	40177
63770	94003
63770	126811
63770	191869
63771	2131
63771	94003
63771	153950
63771	191869
63772	1195
63772	94003
63772	98485
63772	159980
63772	191869
63773	37480
63773	94003
63773	110954
63773	191869
63774	69553
63774	76587
63774	94003
63774	158323
63774	191869
63775	61051
63775	94003
63775	137773
63775	191869
63776	64579
63776	94003
63776	175309
63776	191869
